3830 5749
2 32 1142
2 3190 762
2 1711 1452
2 1956 1651
2 34 523
2 1759 3642
2 87 1502
2 1987 568
2 3191 1557
2 1260 1949
2 1169 3569
2 2401 790
2 3791 2231
2 2871 1129
2 2203 2673
2 2460 1377
2 21 934
2 2206 3319
2 2028 1396
2 2194 3106
2 289 3252
2 500 131
2 3113 2362
2 3557 1478
2 3641 936
2 3535 2155
2 3384 3599
2 3657 1869
2 3688 483
2 314 1695
2 157 629
2 318 1939
2 2709 1856
2 1575 2744
2 1068 1837
2 309 2761
2 173 306
2 3377 2261
2 900 2094
2 2307 2947
2 712 2882
2 3647 3615
2 3565 1610
2 1971 2035
2 2933 2659
2 608 2482
2 918 2148
2 3297 3058
2 633 2112
2 3735 633
2 3694 2338
2 1303 701
2 944 2878
2 740 3072
2 1617 294
2 3169 3547
2 1066 2492
2 2564 295
2 1200 1514
2 3218 1284
2 3036 2232
2 3386 2915
2 1311 3125
2 223 1601
2 2800 1925
2 3373 3014
2 2975 3721
2 941 1345
2 676 315
2 266 740
2 2427 1182
2 926 1368
2 3591 2134
2 2642 1543
2 175 455
2 2807 82
2 1484 3479
2 508 2805
2 2706 2051
2 2092 3589
2 2400 2110
2 2745 2373
2 1552 3004
2 2154 2113
2 2444 392
2 6 3007
2 2122 3291
2 395 2920
2 3391 3442
2 2591 284
2 1991 2775
2 2087 3175
2 3138 2134
2 2777 1164
2 2219 3352
2 3364 1125
2 1282 2778
2 3411 1309
2 3503 1475
2 2288 187
2 2730 1302
2 362 907
2 3223 728
2 2551 1426
2 2739 1877
2 65 993
2 860 3423
2 208 3298
2 2632 705
2 1715 692
2 2059 770
2 3448 1798
2 2600 237
2 1073 1644
2 930 3041
2 398 1989
2 573 3675
2 2556 2311
2 2058 3657
2 3250 913
2 320 1509
2 938 3133
2 890 3338
2 1174 3414
2 1828 3142
2 471 3257
2 233 243
2 2925 3148
2 2605 869
2 3401 1947
2 1717 2844
2 3778 1776
2 387 3172
2 888 2205
2 3536 2768
2 790 897
2 1413 951
2 3286 1853
2 2901 2739
2 516 3461
2 3517 355
2 3311 1899
2 1344 3415
2 1588 1416
2 3613 3788
2 154 783
2 1201 1172
2 24 3081
2 296 638
2 806 2426
2 2738 2584
2 2727 1055
2 2643 2431
2 1359 1696
2 241 3383
2 1568 564
2 2965 3579
2 2969 393
2 2073 1289
2 810 2718
2 683 2574
2 704 3422
2 100 737
2 814 3140
2 1185 640
2 2274 1854
2 1523 1870
2 58 3542
2 1781 1085
2 1255 384
2 1098 933
2 1057 946
2 2680 3185
2 601 410
2 1562 660
2 2125 3065
2 3069 258
2 3350 1180
2 108 1379
2 3346 2165
2 3156 2354
2 2946 358
2 2031 2740
2 1364 2519
2 3568 3413
2 620 1534
2 1286 1075
2 169 1235
2 2334 2994
2 3221 3385
2 477 2419
2 3579 590
2 1077 1955
2 715 2557
2 1259 2742
2 312 310
2 3081 1150
2 2266 1439
2 1109 384
2 1112 285
2 3706 2692
2 2343 26
2 2697 2033
2 1461 157
2 3439 3661
2 872 1096
2 3513 3410
2 1088 1489
2 1521 2837
2 354 495
2 1346 149
2 599 1848
2 993 889
2 2665 3601
2 1722 2064
2 3611 1063
2 469 987
2 3505 3177
2 2784 3773
2 2384 2011
2 3573 495
2 1586 3408
2 3790 1438
2 2190 1229
2 1534 2699
2 1133 987
2 3057 3742
2 3485 1246
2 3085 1655
2 3428 2133
2 1051 3037
2 1754 2706
2 768 381
2 3698 1913
2 1609 683
2 2798 1177
2 3243 607
2 492 3803
2 1333 1
2 2900 1228
2 2329 2045
2 233 841
2 2552 1624
2 2623 2198
2 507 130
2 958 3389
2 1605 150
2 3293 1216
2 1072 2280
2 2299 3101
2 3515 2961
2 334 2231
2 3675 2775
2 1488 2198
2 1758 2901
2 2697 901
2 1924 2486
2 3398 121
2 436 1568
2 1251 3780
2 3573 109
2 1712 613
2 3816 691
2 1774 3198
2 1297 2959
2 862 3665
2 2416 2340
2 1479 1026
2 3699 1717
2 2924 266
2 1773 2020
2 412 621
2 305 3809
2 19 2273
2 3134 1407
2 2037 669
2 2407 3178
2 3233 3107
2 2621 3734
2 473 2425
2 997 652
2 3286 942
2 2028 1148
2 1483 2583
2 1043 2919
2 2119 3511
2 458 2393
2 2554 926
2 3652 2157
2 1599 758
2 128 1829
2 2422 2182
2 1457 3763
2 2215 1472
2 3480 1967
2 139 2776
2 2582 505
2 682 3219
2 2472 2930
2 1158 3812
2 2365 2524
2 1474 2542
2 715 2977
2 1387 2021
2 3410 1658
2 629 351
2 3456 1236
2 2514 3438
2 329 3294
2 2769 1103
2 1596 717
2 878 2144
2 2009 615
2 2162 2987
2 809 2985
2 3308 1191
2 1210 3744
2 2815 81
2 3454 2816
2 1447 2521
2 1330 3197
2 2771 108
2 2875 3774
2 3162 281
2 3541 1007
2 3213 461
2 3223 676
2 3394 963
2 2214 2630
2 978 204
2 872 2591
2 323 2566
2 1016 3737
2 305 3199
2 977 3037
2 1837 1626
2 553 668
2 1973 809
2 3579 2191
2 3073 3416
2 1263 761
2 3085 1737
2 2380 2146
2 1912 2793
2 3053 3394
2 2190 2403
2 3285 1076
2 2569 3673
2 3703 2155
2 2631 3390
2 1732 1800
2 431 3797
2 426 499
2 400 1452
2 1206 1719
2 2885 3346
2 2743 2030
2 3754 2926
2 3822 884
2 1871 1760
2 3412 1430
2 152 2413
2 3544 3630
2 1371 2293
2 2312 3168
2 574 3537
2 2837 1975
2 2127 2211
2 3436 188
2 2303 1897
2 825 2666
2 424 1811
2 3179 1201
2 2780 3087
2 1120 3795
2 3064 515
2 1175 1442
2 2750 2378
2 1832 879
2 2777 1211
2 3270 1360
2 3177 2137
2 2921 1254
2 2584 551
2 3531 2307
2 3284 3822
2 1187 1990
2 1596 3174
2 1051 397
2 232 2952
2 3667 3598
2 1509 3724
2 814 658
2 205 1403
2 127 3150
2 209 3382
2 742 2371
2 2903 1528
2 3160 2289
2 1006 578
2 2992 722
2 326 1589
2 2736 2207
2 3043 2469
2 407 1412
2 2843 1591
2 2526 3097
2 1598 2674
2 440 3153
2 3350 2802
2 1835 2832
2 2118 1788
2 619 995
2 3395 3715
2 3585 3752
2 2100 2544
2 83 1798
2 2292 2758
2 10 459
2 269 1157
2 1890 2635
2 2135 2310
2 1320 3238
2 3487 667
2 2462 833
2 3548 2177
2 2718 1703
2 1546 1397
2 167 2230
2 3555 3065
2 2933 599
2 1861 1272
2 1454 2856
2 586 356
2 3007 2543
2 2595 593
2 3148 390
2 31 1728
2 3640 3728
2 2683 3035
2 1070 383
2 3205 3406
2 1904 1535
2 2701 2672
2 140 2720
2 457 3492
2 2436 2997
2 2243 1847
2 3799 1048
2 2291 1669
2 2757 305
2 1463 2719
2 3784 2267
2 3109 2342
2 253 2437
2 2096 2430
2 387 1621
2 2267 2463
2 3262 1220
2 3760 725
2 3267 1397
2 2918 2649
2 2544 322
2 1373 3435
2 1079 1680
2 588 517
2 33 577
2 2115 1088
2 525 2341
2 1257 1123
2 2765 3089
2 616 2225
2 2288 1618
2 909 114
2 2793 2644
2 638 2973
2 983 252
2 3097 1201
2 1223 969
2 2184 2402
2 799 482
2 3740 242
2 3694 3567
2 2609 6
2 217 2200
2 2903 363
2 1176 1584
2 688 3779
2 1611 2558
2 1963 3232
2 374 3280
2 1544 2506
2 2099 1631
2 3685 2871
2 1476 3678
2 1529 2936
2 3136 1696
2 2940 1603
2 883 141
2 2603 2410
2 3047 2805
2 1486 524
2 2371 3813
2 274 764
2 801 2478
2 525 3790
2 2716 3684
2 111 3452
2 3092 2251
2 2419 1166
2 2798 855
2 439 1920
2 1496 553
2 1073 282
2 648 1003
2 2793 656
2 1964 425
2 3191 3481
2 405 2153
2 202 703
2 733 1167
2 1847 3582
2 2022 3559
2 1019 1258
2 1106 3757
2 2827 3018
2 3124 2767
2 1976 2769
2 1227 386
2 83 1086
2 1063 68
2 1406 588
2 3024 2900
2 683 2540
2 620 3323
2 1975 3424
2 2313 1851
2 724 3475
2 1920 33
2 2025 799
2 1165 412
2 1844 1330
2 819 16
2 3004 2983
2 835 1723
2 479 3086
2 2850 1305
2 3717 1221
2 86 503
2 2728 2180
2 3624 80
2 2499 511
2 976 3419
2 1306 886
2 234 1813
2 535 3566
2 240 1558
2 553 268
2 2642 939
2 1670 344
2 1493 3695
2 3754 530
2 550 3186
2 3060 2839
2 1204 1950
2 184 3484
2 1925 1418
2 1794 197
2 3490 945
2 324 2068
2 2083 2006
2 991 1624
2 2006 1069
2 466 158
2 770 156
2 1189 301
2 194 2185
2 2983 3425
2 265 1608
2 2635 388
2 2784 2650
2 465 685
2 574 3677
2 3028 140
2 1459 3758
2 1843 3341
2 3330 604
2 1982 3485
2 1026 3505
2 533 3259
2 2694 1532
2 1369 1094
2 564 3049
2 3030 723
2 3401 3121
2 985 1140
2 565 3493
2 3289 587
2 1780 1269
2 880 1300
2 1021 23
2 1457 173
2 2438 1090
2 1484 2698
2 73 500
2 3261 3122
2 2846 2339
2 2426 2429
2 419 2708
2 1000 933
2 2604 2466
2 217 1526
2 3593 2927
2 1463 2831
2 2367 1517
2 1832 1381
2 504 1205
2 2066 516
2 1702 3650
2 2 3364
2 991 2835
2 2791 2579
2 1230 2275
2 1089 1945
2 2785 2881
2 591 1569
2 876 1654
2 1705 1495
2 3482 96
2 25 2092
2 1324 395
2 974 873
2 2216 876
2 2721 2183
2 263 1531
2 2747 2073
2 1216 2003
2 937 2400
2 1351 2448
2 9 1378
2 3307 198
2 704 3285
2 865 3229
2 1982 1266
2 3013 2651
2 2966 2750
2 1996 3327
2 3345 470
2 3075 1234
2 2287 1129
2 3085 1205
2 2818 2823
2 1334 1393
2 259 3733
2 1448 1634
2 2911 603
2 2330 2012
2 2973 3698
2 2541 2714
2 1587 2924
2 1760 2501
2 1163 325
2 3124 463
2 882 2731
2 2107 957
2 2610 700
2 628 1657
2 175 3358
2 865 2296
2 647 3709
2 1519 2449
2 1705 1486
2 1725 553
2 2093 814
2 2015 3725
2 1870 2652
2 3338 2399
2 7 1708
2 127 2684
2 2036 1656
2 478 444
2 2170 3614
2 423 807
2 3354 613
2 801 1037
2 2456 1147
2 308 3204
2 3729 1854
2 3788 948
2 1718 1229
2 3373 3370
2 954 1440
2 3366 3267
2 611 1318
2 2399 1824
2 1671 3825
2 2117 3632
2 829 3594
2 1724 965
2 179 1580
2 814 3159
2 1773 177
2 1739 3131
2 1273 3068
2 3785 2980
2 1854 107
2 1152 3061
2 3292 2593
2 2342 3577
2 2397 427
2 3250 972
2 2101 3038
2 1807 789
2 347 734
2 428 2168
2 1868 3305
2 931 1151
2 1507 3745
2 2784 596
2 3828 1496
2 717 1753
2 337 1876
2 974 2263
2 1262 3589
2 1945 1298
2 1635 2559
2 2172 2609
2 740 1380
2 2014 2060
2 3648 1702
2 2850 3080
2 1378 2319
2 77 2120
2 2204 131
2 1577 772
2 2189 2271
2 3417 3389
2 205 1496
2 1046 2856
2 3563 585
2 1652 1972
2 2874 1702
2 2563 738
2 1604 2728
2 457 3487
2 2218 3685
2 3085 3408
2 1185 2569
2 1102 2143
2 659 1046
2 3792 3617
2 610 1180
2 3706 2024
2 2472 2072
2 554 2052
2 726 2886
2 2188 509
2 833 1935
2 511 3660
2 78 2149
2 2125 487
2 2357 1789
2 3019 276
2 3381 25
2 224 2308
2 2416 3718
2 2116 191
2 2408 2473
2 2795 1023
2 1485 2508
2 789 941
2 523 2888
2 3290 2929
2 1728 519
2 42 2903
2 341 95
2 1367 134
2 273 661
2 3290 2937
2 2824 2765
2 2756 571
2 582 1265
2 2729 1064
2 1684 2821
2 2001 400
2 3708 1769
2 1008 222
2 722 2931
2 2543 1134
2 3278 836
2 328 1155
2 802 858
2 2308 653
2 2430 4
2 1025 973
2 1628 1320
2 257 2061
2 1455 3327
2 1838 2202
2 3136 383
2 3761 3525
2 2331 1902
2 446 3259
2 212 1177
2 3238 3558
2 1370 37
2 2145 3265
2 2115 3029
2 3328 1775
2 3761 1501
2 1851 2159
2 2495 594
2 226 871
2 3704 1927
2 3015 548
2 1581 975
2 1584 797
2 3101 1544
2 3102 3218
2 1484 3655
2 2562 2848
2 472 3171
2 2026 573
2 1945 1937
2 1125 138
2 2257 1727
2 1448 2578
2 2998 118
2 1215 3063
2 2573 3636
2 3732 55
2 3491 804
2 2373 3376
2 37 534
2 2372 1246
2 1819 3129
2 3632 2197
2 261 2277
2 3347 3791
2 1290 2603
2 897 1844
2 3029 1639
2 216 3385
2 2606 2492
2 2411 1566
2 2878 424
2 1162 2830
2 536 1853
2 2801 1818
2 1970 1635
2 489 3249
2 3422 274
2 976 568
2 2843 3118
2 2381 2613
2 880 1977
2 1324 1219
2 102 2174
2 124 70
2 1801 2405
2 916 156
2 934 1386
2 347 258
2 2867 2377
2 2528 3492
2 3370 2717
2 1745 1068
2 649 3353
2 746 142
2 3008 2712
2 1916 3575
2 3548 2374
2 3165 1344
2 3365 2686
2 3483 2326
2 2667 2325
2 2288 3786
2 1802 3433
2 2383 899
2 1912 1197
2 766 2963
2 1623 1389
2 1515 1954
2 1433 218
2 3799 3624
2 916 299
2 82 1671
2 778 1107
2 813 1058
2 2931 1312
2 613 2227
2 3205 426
2 1903 2633
2 1792 3561
2 377 1157
2 2545 1604
2 3276 893
2 3088 2031
2 2767 724
2 801 2960
2 2429 2322
2 3704 2458
2 2296 3789
2 2608 3575
2 2005 3653
2 2458 3615
2 1473 481
2 2926 1267
2 739 3490
2 1283 1082
2 545 2422
2 1549 45
2 3270 3608
2 464 1930
2 391 2098
2 2261 952
2 841 126
2 3266 1555
2 1482 2086
2 1267 2536
2 1512 1714
2 713 2432
2 2246 3576
2 2985 2910
2 503 688
2 2650 3299
2 179 986
2 2258 1447
2 95 3486
2 1730 2743
2 2265 1648
2 2755 3116
2 1563 1294
2 191 1801
2 2986 389
2 2916 672
2 3691 244
2 893 3701
2 2618 3654
2 1290 2136
2 474 2765
2 491 1889
2 3592 2909
2 3094 2347
2 3221 2757
2 585 275
2 394 2668
2 3155 3369
2 2689 763
2 2874 729
2 2401 1437
2 1535 3397
2 2552 3459
2 1979 778
2 3715 3772
2 1957 630
2 695 4
2 2273 1321
2 1537 60
2 2282 465
2 717 2725
2 1817 2654
2 3042 3581
2 658 1527
2 1722 2996
2 202 602
2 3119 705
2 801 547
2 1516 1208
2 1955 1836
2 160 601
2 1187 102
2 2639 453
2 1184 1441
2 1386 1069
2 2423 233
2 189 1585
2 2264 2908
2 2148 763
2 3759 1369
2 640 3523
2 1408 3775
2 3131 2055
2 797 1413
2 1530 206
2 2766 3515
2 2714 3705
2 272 2424
2 2886 64
2 136 3240
2 2552 3676
2 252 1848
2 1492 1602
2 2097 1650
2 1217 2513
2 787 3271
2 2776 624
2 598 1186
2 1937 2171
2 3021 2560
2 3615 1052
2 2923 1225
2 3637 1709
2 736 1065
2 2209 3104
2 1195 1619
2 3605 1812
2 2849 367
2 48 1667
2 1984 3811
2 2287 1020
2 773 1557
2 3229 2547
2 900 1566
2 240 1318
2 3572 3256
2 2043 1819
2 2260 2200
2 3186 2572
2 2425 2906
2 2026 2253
2 631 885
2 3591 1978
2 1963 1504
2 1631 1468
2 2548 3154
2 3019 2641
2 1279 1419
2 341 752
2 921 2142
2 3501 1370
2 1156 3204
2 1288 2653
2 979 441
2 719 1998
2 37 254
2 877 2439
2 3375 1928
2 362 1678
2 2448 1460
2 3424 3644
2 2176 1670
2 1613 3522
2 1188 1889
2 3026 3397
2 1687 152
2 3268 2694
2 1676 2735
2 2428 2634
2 3621 1000
2 1879 1530
2 3306 513
2 2568 1603
2 1480 2842
2 210 2539
2 3782 1522
2 3200 963
2 258 3405
2 3161 2522
2 2679 3781
2 1084 2852
2 1264 795
2 112 798
2 3200 2634
2 663 3801
2 2093 2511
2 1709 1753
2 95 1421
2 941 1010
2 1862 3046
2 2658 2748
2 2615 1797
2 1082 861
2 1981 319
2 1410 1047
2 2615 1042
2 3173 3446
2 721 1429
2 1043 2447
2 1629 484
2 1776 512
2 1244 3317
2 3557 3611
2 2315 3728
2 2714 1904
2 3795 2737
2 3535 413
2 697 1448
2 3729 472
2 1139 3042
2 3731 2819
2 796 3101
2 2958 3286
2 166 1690
2 3659 3677
2 2923 1834
2 2608 3284
2 586 2820
2 1467 64
2 902 2142
2 3745 3541
2 3561 3540
2 2186 3335
2 877 3691
2 78 2248
2 1713 2096
2 3822 996
2 123 3667
2 3420 2044
2 3407 744
2 954 2972
2 15 953
2 2503 1236
2 1316 3079
2 213 2956
2 610 1361
2 3133 234
2 474 427
2 1598 2091
2 1114 3814
2 2570 710
2 2869 629
2 2018 1417
2 1383 786
2 2862 3693
2 2480 3670
2 1026 1919
2 3821 1988
2 678 2439
2 1567 2450
2 3487 3386
2 1457 1784
2 284 2631
2 1408 3187
2 3015 3268
2 3810 1772
2 1075 420
2 832 1063
2 3342 1924
2 3139 1331
2 2040 2222
2 2475 3322
2 3812 2425
2 3222 1392
2 1505 1790
2 11 943
2 1431 1291
2 3735 542
2 2197 1869
2 2448 19
2 859 272
2 1542 2125
2 778 70
2 2437 3529
2 1588 3257
2 2087 3290
2 3304 3031
2 1591 3574
2 1905 3361
2 112 1781
2 1770 1851
2 1018 1689
2 3798 1392
2 220 1891
2 3067 3516
2 33 3077
2 634 3537
2 2557 3691
2 1992 2974
2 2612 3341
2 3496 1363
2 1441 741
2 574 788
2 2454 1510
2 1144 1826
2 3211 874
2 1615 628
2 3259 2891
2 1348 3784
2 2649 2853
2 357 1258
2 3263 932
2 343 3515
2 843 1760
2 3178 362
2 1077 1456
2 1983 3521
2 3757 1726
2 2027 1166
2 2270 1160
2 2273 1513
2 966 1701
2 522 2589
2 2309 2970
2 1421 738
2 2393 1265
2 13 3826
2 3466 2138
2 1094 1498
2 442 803
2 112 2453
2 239 230
2 704 3808
2 2616 2614
2 256 2246
2 3823 2762
2 1950 35
2 2093 3543
2 923 3262
2 759 1864
2 2227 1809
2 2712 712
2 3390 478
2 1333 3824
2 1254 2254
2 2565 997
2 2880 909
2 3032 485
2 1389 2213
2 811 953
2 245 1593
2 1947 1575
2 2221 53
2 3596 3411
2 3495 3714
2 1733 2041
2 975 1074
2 3204 438
2 2433 3503
2 3455 2237
2 2611 1905
2 3351 2204
2 201 2025
2 2924 3000
2 1820 218
2 1140 1863
2 845 3666
2 635 3473
2 1883 3565
2 172 1686
2 1413 2704
2 3696 469
2 2169 1724
2 2481 1453
2 3544 2969
2 423 2994
2 468 3769
2 3577 149
2 3653 3756
2 2206 1490
2 107 3254
2 1372 3719
2 2182 1664
2 61 1170
2 304 1423
2 1028 3393
2 2647 1328
2 385 2358
2 3321 42
2 1593 2660
2 1999 457
2 807 2528
2 3409 2720
2 793 1465
2 1834 3078
2 531 1541
2 472 1457
2 1616 2691
2 1166 2089
2 295 371
2 850 3209
2 3018 120
2 3095 3315
2 3750 2082
2 1089 3024
2 2168 2537
2 829 743
2 1955 3263
2 690 2616
2 3334 2578
2 3000 1141
2 3618 1061
2 3775 2551
2 2101 2477
2 560 1175
2 3827 2796
2 2709 1279
2 448 754
2 2369 2056
2 3003 1390
2 1060 1293
2 237 2313
2 2339 2596
2 2957 3635
2 2117 2160
2 2343 528
2 3744 2228
2 3599 1982
2 3527 122
2 2821 2681
2 1162 179
2 3378 2719
2 2324 492
2 2077 877
2 2275 2679
2 3658 2541
2 3098 3500
2 430 2039
2 3458 2460
2 2611 644
2 40 1035
2 2911 3600
2 125 515
2 3624 1089
2 2622 1253
2 1319 2446
2 707 1053
2 2324 839
2 3188 666
2 706 1008
2 791 3383
2 526 252
2 2834 647
2 72 2747
2 3725 2929
2 2971 2417
2 1259 3323
2 2580 2305
2 2717 2146
2 345 3140
2 3086 2807
2 2075 1930
2 3471 3274
2 2186 2409
2 144 1337
2 3568 1470
2 2078 1918
2 3715 3477
2 3587 1712
2 1381 580
2 2514 545
2 858 3176
2 1303 914
2 24 379
2 1852 3633
2 3065 878
2 3102 1879
2 2872 2278
2 375 1621
2 945 3688
2 195 3590
2 198 248
2 1119 2275
2 181 2244
2 1447 207
2 2000 2701
2 3430 175
2 1787 3135
2 1693 819
2 1146 3186
2 1402 1463
2 2904 1600
2 97 1357
2 1900 2810
2 948 2815
2 1082 3539
2 1593 3612
2 2164 949
2 2970 318
2 2633 2000
2 2965 607
2 301 3446
2 702 1871
2 3718 2511
2 1150 1257
2 2818 326
2 2539 574
2 3416 1242
2 1930 2418
2 1410 2048
2 2811 1961
2 25 428
2 3193 3794
2 3399 3518
2 108 2256
2 2562 3157
2 3577 2941
2 1362 2654
2 2863 978
2 105 3030
2 1211 3135
2 1848 1868
2 166 3705
2 2280 803
2 503 2361
2 416 1045
2 2412 1222
2 2749 609
2 405 2454
2 2503 1315
2 1335 1917
2 1610 890
2 619 1935
2 2840 2744
2 954 2500
2 2493 339
2 1927 2351
2 2086 1661
2 3000 421
2 1289 2896
2 428 699
2 3397 333
2 814 2318
2 1071 1716
2 52 17
2 2303 3628
2 2875 2
2 2289 3621
2 1645 1873
2 3785 544
2 2560 3153
2 997 3625
2 1596 3563
2 1278 1154
2 184 694
2 125 1304
2 531 2527
2 3652 735
2 116 2931
2 470 1149
2 647 2235
2 3797 2564
2 854 1628
2 3022 3507
2 1953 2607
2 1494 3801
2 57 2606
2 2031 2483
2 973 595
2 2379 2887
2 1114 715
2 2906 3080
2 1514 3103
2 2828 704
2 2221 2194
2 885 3170
2 994 955
2 3449 3307
2 2951 1314
2 947 2970
2 814 170
2 2719 1632
2 1070 1922
2 2849 2824
2 3356 674
2 3264 1822
2 3303 50
2 1070 627
2 753 520
2 34 260
2 2527 3320
2 2711 1708
2 3271 155
2 2125 332
2 2254 2479
2 3817 3318
2 2271 3370
2 2271 1268
2 396 2580
2 2135 3420
2 1834 898
2 1491 1264
2 3764 730
2 3692 1738
2 467 1688
2 3237 490
2 151 3500
2 1514 1230
2 1103 697
2 3660 1116
2 487 1221
2 895 2662
2 664 2208
2 3493 3768
2 2587 1768
2 1645 2638
2 643 3375
2 3535 632
2 3407 1783
2 173 302
2 975 1348
2 2462 363
2 1164 3619
2 2405 581
2 112 2665
2 3521 3374
2 784 121
2 1358 2196
2 2533 3163
2 3619 3707
2 1710 2657
2 241 1929
2 1709 2766
2 3291 2090
2 186 2364
2 153 467
2 2655 104
2 1473 2763
2 717 196
2 1850 1814
2 417 2027
2 3340 296
2 2740 2950
2 3099 1431
2 3577 1067
2 434 2920
2 1602 375
2 3765 2622
2 3171 3144
2 1812 3038
2 3019 2163
2 3732 1086
2 3407 3248
2 2144 1321
2 2360 1931
2 2706 2183
2 650 3044
2 1119 2679
2 2571 2764
2 493 3008
2 1988 3671
2 366 309
2 1655 2217
2 2348 790
2 2960 2080
2 2833 2192
2 1592 2260
2 3607 3522
2 2759 2814
2 2370 3376
2 379 154
