14592 22268
2 10670 10626
2 9130 12116
2 9094 4479
2 12768 10881
2 5736 8500
2 3193 8569
2 4636 12967
2 11463 11850
2 5040 935
2 1006 1823
2 8927 8040
2 12719 3070
2 11004 8134
2 3447 3120
2 9448 13898
2 3006 11794
2 1719 380
2 8010 1576
2 10421 11586
2 13159 3749
2 8558 8089
2 2647 9017
2 1280 1041
2 13815 8813
2 5401 13477
2 6328 11782
2 12347 12871
2 3283 9615
2 7156 9874
2 6476 11686
2 14506 3748
2 9735 2887
2 1208 12254
2 9157 176
2 8434 7308
2 13897 2760
2 7247 8554
2 11280 12096
2 11432 2118
2 6774 2878
2 5051 8980
2 7517 2360
2 6922 9999
2 12621 13221
2 13238 12786
2 5300 10420
2 12378 635
2 955 11050
2 1132 11950
2 997 2171
2 7824 63
2 12051 14454
2 12656 11605
2 11519 13217
2 6483 842
2 4118 10814
2 1346 4619
2 7320 12687
2 3197 13311
2 13663 12267
2 10825 1166
2 6095 5466
2 2858 5764
2 5833 3858
2 13580 10798
2 4454 14435
2 13424 12973
2 8664 3318
2 12735 5067
2 11498 11941
2 12609 9446
2 3631 5862
2 4940 8052
2 14220 3266
2 2804 10673
2 2216 12993
2 11314 8096
2 5028 372
2 9973 4924
2 10292 1877
2 12058 9390
2 9624 2502
2 9768 1330
2 14491 1464
2 3211 12488
2 10959 8594
2 833 549
2 10016 8937
2 322 9397
2 5090 792
2 6329 6272
2 13317 14179
2 3792 2202
2 7454 13049
2 989 8955
2 6938 6260
2 7135 8595
2 4159 2188
2 4390 8126
2 11327 8460
2 6564 13472
2 14224 1057
2 12796 10828
2 2339 6422
2 14232 10847
2 8517 4452
2 6000 6526
2 8735 7143
2 1808 8187
2 5237 10741
2 8764 4580
2 583 138
2 11031 14132
2 8868 5646
2 8645 7352
2 6396 11424
2 12166 11930
2 10802 1658
2 11139 9895
2 14035 8111
2 144 9427
2 8654 10345
2 567 6740
2 4182 14081
2 4451 8731
2 11014 5738
2 13722 12494
2 6274 6264
2 4420 5312
2 4538 8969
2 6209 5449
2 5851 4965
2 440 8842
2 6611 3315
2 8230 6898
2 13960 3101
2 3624 13656
2 5517 14277
2 2165 228
2 10355 13471
2 1764 705
2 11824 4708
2 2605 6888
2 3644 4973
2 5118 1544
2 2400 12456
2 9838 8006
2 13732 1886
2 14355 12923
2 3805 2391
2 2679 783
2 8037 11241
2 3083 2850
2 2603 7693
2 1323 3370
2 13021 7316
2 6714 1236
2 1603 2320
2 11124 12490
2 4507 10589
2 2744 1640
2 12009 7305
2 7488 2683
2 2066 6187
2 12674 12011
2 5154 9257
2 3537 7720
2 6818 6155
2 11418 2094
2 10838 1291
2 5711 11364
2 10458 10624
2 11596 7679
2 4360 6902
2 13690 1047
2 10432 11754
2 9981 13474
2 2761 6959
2 11200 9416
2 580 5800
2 1612 6638
2 2549 13780
2 10656 4160
2 8887 6610
2 9636 8997
2 10329 12066
2 11863 7675
2 1658 1312
2 5535 5564
2 2949 2319
2 5009 4940
2 5722 6613
2 10414 12887
2 12043 10342
2 13185 13883
2 6956 5958
2 6006 9813
2 11189 10159
2 10611 5632
2 14402 7639
2 5925 1998
2 3092 2751
2 2930 2690
2 8857 8496
2 12413 14429
2 284 131
2 10027 5196
2 11319 13151
2 12347 1694
2 8754 13876
2 13504 13577
2 9159 3410
2 5374 10998
2 5871 5472
2 6058 2943
2 833 7507
2 13754 5940
2 11307 9232
2 8721 12291
2 10167 5959
2 8297 8350
2 4027 1523
2 2348 2802
2 4804 8653
2 10744 7193
2 8514 8500
2 8050 13804
2 2806 1249
2 13515 14407
2 12372 7268
2 8689 10257
2 11582 11942
2 9176 11004
2 4456 4628
2 1159 60
2 1726 2674
2 4701 2365
2 5693 6986
2 11488 8501
2 807 8328
2 6481 3596
2 4226 6197
2 12371 8387
2 11918 448
2 2948 5533
2 12343 3247
2 4804 972
2 2032 13674
2 7462 8425
2 14181 10870
2 547 1398
2 78 5233
2 4570 10101
2 118 7428
2 6177 5525
2 5956 10457
2 5861 3118
2 14301 12848
2 668 8338
2 11517 11281
2 7583 300
2 7742 11349
2 3241 13756
2 8098 12414
2 3643 13363
2 3273 2437
2 5794 14198
2 6477 12943
2 8614 1105
2 217 1973
2 4748 4981
2 13658 707
2 4373 13930
2 9728 9782
2 13444 4713
2 6164 3315
2 6319 8404
2 7508 11590
2 4913 13903
2 13339 10935
2 5624 5070
2 6683 5055
2 6655 3319
2 5034 3129
2 242 9195
2 11261 9187
2 5053 14504
2 12858 10764
2 11763 749
2 14078 6885
2 5999 1194
2 8079 1676
2 3026 11696
2 10269 6996
2 14495 3067
2 13931 9360
2 1432 2061
2 2963 9013
2 6513 4618
2 4716 6451
2 4260 8590
2 12423 13873
2 4046 494
2 4349 9784
2 14249 2052
2 8587 2315
2 12897 1153
2 9777 5910
2 9938 12437
2 5907 13650
2 14511 4089
2 5029 378
2 7063 10737
2 1487 8946
2 1144 14130
2 1130 4681
2 8391 14126
2 5393 5645
2 12325 2224
2 11491 997
2 14326 2353
2 5374 10067
2 3411 7710
2 53 931
2 9660 10656
2 11148 1475
2 2272 6387
2 2329 12148
2 12340 5597
2 9696 7446
2 10731 10466
2 745 2623
2 5081 14267
2 13796 6844
2 9352 2077
2 12994 13993
2 9155 12719
2 9187 12634
2 311 14304
2 12263 13414
2 7944 14052
2 13436 6186
2 7004 12299
2 9920 9478
2 3240 1619
2 1234 13837
2 8108 10244
2 1190 10185
2 12224 3295
2 12730 6669
2 3665 3787
2 3164 13012
2 6995 14523
2 5864 7437
2 8846 2606
2 10600 13446
2 14559 780
2 3374 442
2 11222 12902
2 5151 566
2 4919 3065
2 3941 10760
2 11107 1423
2 1055 2597
2 4242 7484
2 2210 6878
2 10201 3034
2 11470 10015
2 8232 14221
2 14003 8702
2 3780 7176
2 3811 13482
2 4777 7476
2 6400 10873
2 4952 13111
2 4526 9109
2 2997 11181
2 12417 10354
2 14590 4065
2 10637 8652
2 1608 684
2 2170 3251
2 6148 6484
2 12594 14130
2 9162 14438
2 8782 9750
2 12143 8950
2 3409 1902
2 8765 5170
2 3807 4251
2 13278 13048
2 980 3029
2 3608 5438
2 3881 425
2 10598 4831
2 6543 9681
2 4761 5765
2 13795 2412
2 7461 9436
2 5445 6729
2 524 3218
2 7309 13916
2 10098 1413
2 7696 12225
2 6427 13118
2 12985 11420
2 4050 5525
2 1770 5085
2 2879 254
2 5707 5856
2 5629 11914
2 6804 5781
2 11373 4014
2 13442 6335
2 11010 9089
2 8317 10931
2 14211 4059
2 10959 3837
2 7284 11734
2 2041 12476
2 14238 11301
2 1356 13108
2 2107 8203
2 11857 12851
2 7964 11450
2 8139 9143
2 11599 7276
2 10298 14084
2 12285 11884
2 19 7761
2 9773 13074
2 1065 9110
2 12687 5447
2 212 11568
2 2871 8962
2 8152 3965
2 11478 13889
2 4676 9571
2 10796 6479
2 8094 4477
2 13308 650
2 5125 3564
2 7957 9511
2 12453 1273
2 6919 12650
2 11991 9084
2 7294 12330
2 10053 10485
2 12205 7200
2 7397 7309
2 667 3810
2 4620 14260
2 13084 5484
2 12105 1581
2 11731 8291
2 2247 9273
2 1550 899
2 12206 13017
2 10489 13834
2 8747 3653
2 7458 3438
2 8368 3583
2 4704 5961
2 10764 7241
2 895 4338
2 1459 1432
2 7816 7910
2 2770 4236
2 3058 2739
2 13015 4742
2 7154 13660
2 13666 11150
2 3105 4428
2 5982 14280
2 5911 10360
2 373 11701
2 173 13983
2 11752 14331
2 9303 4788
2 3918 4252
2 4624 1489
2 14137 7909
2 541 8062
2 12620 5565
2 6887 11567
2 1166 36
2 1542 13213
2 11863 13675
2 2600 3050
2 2861 2144
2 4489 10630
2 8283 4523
2 10159 14127
2 6630 5445
2 1075 11595
2 2007 6835
2 5404 6329
2 10174 5377
2 7128 1157
2 5373 6867
2 4556 1922
2 6248 2341
2 8024 7960
2 11012 6174
2 3723 7474
2 5962 10018
2 9966 11826
2 2068 11481
2 14408 7947
2 14 14542
2 13175 9135
2 7204 458
2 11114 4482
2 12967 13349
2 9739 12975
2 146 13195
2 1792 7871
2 10153 4383
2 5659 5549
2 12671 11755
2 7764 2931
2 13121 321
2 10117 13399
2 5717 3738
2 9810 7806
2 11353 14048
2 2231 13209
2 1744 8972
2 1140 5350
2 9358 13559
2 841 11184
2 8718 1575
2 7509 10535
2 4141 13847
2 11497 457
2 8412 364
2 5810 5818
2 8319 9437
2 6880 7532
2 3458 8786
2 11218 7839
2 402 6872
2 4289 9100
2 11995 9971
2 11247 9648
2 4261 1776
2 1667 269
2 1263 12721
2 3784 3744
2 1564 7084
2 10927 12702
2 4119 14179
2 8371 4318
2 1486 6122
2 6860 13106
2 9114 1943
2 4185 13691
2 583 4193
2 691 9926
2 13920 14492
2 5511 11506
2 13260 1865
2 9944 4458
2 9220 370
2 8472 1320
2 578 11569
2 11455 2490
2 10695 9352
2 9332 10974
2 1477 1217
2 4383 2280
2 133 7897
2 6858 3412
2 13805 7375
2 6805 2495
2 2612 14332
2 5168 11206
2 3672 11081
2 14447 540
2 3039 11157
2 10520 13661
2 9274 3961
2 14327 5222
2 2376 11341
2 4663 6493
2 388 13135
2 4517 14552
2 1759 521
2 1089 3791
2 4569 13272
2 7350 6704
2 2396 5192
2 9524 832
2 7170 4775
2 5640 12090
2 11530 979
2 11101 2085
2 8919 10586
2 8052 4490
2 5402 5007
2 3318 1853
2 1253 6495
2 2636 6233
2 13029 12813
2 10339 6840
2 13170 7659
2 1359 1485
2 2833 10104
2 688 5194
2 10318 14175
2 14366 5655
2 2463 2529
2 13442 11221
2 2219 11674
2 8206 14532
2 12655 6454
2 1251 13522
2 10622 10243
2 3674 13949
2 323 8463
2 11001 1023
2 13644 1774
2 12197 8601
2 5765 10490
2 5035 13310
2 12958 12989
2 2050 11419
2 412 9293
2 9524 5295
2 1372 8494
2 14372 9535
2 2890 9150
2 6908 4385
2 8122 4997
2 12500 12071
2 5651 11798
2 1998 8801
2 14107 4145
2 13867 6965
2 3234 9437
2 14428 11401
2 3626 9997
2 7852 9841
2 2345 13620
2 7775 9328
2 1746 10813
2 3932 9076
2 11292 5665
2 10410 6815
2 12861 3228
2 8019 6117
2 6642 9488
2 2459 1985
2 7649 7897
2 5582 5372
2 474 8074
2 5378 4595
2 7006 13380
2 1403 8041
2 1375 11186
2 14310 13185
2 5415 6087
2 2000 9299
2 1338 3822
2 9906 7037
2 8156 10163
2 12295 641
2 10866 11372
2 6707 290
2 8364 6003
2 13723 5678
2 4734 9275
2 2264 7124
2 7704 14338
2 5559 271
2 13832 4055
2 8064 13513
2 656 6884
2 7390 9639
2 8318 1249
2 6841 5174
2 11411 13229
2 12042 13390
2 4068 7443
2 5772 9689
2 7715 5746
2 4165 1264
2 9727 8224
2 11542 14362
2 9243 526
2 14456 14430
2 11741 11413
2 8776 12173
2 1269 5171
2 1863 13908
2 11105 14576
2 3868 13693
2 3782 5598
2 5243 13836
2 1816 10585
2 12446 6893
2 13547 92
2 5432 8909
2 12475 759
2 604 10321
2 14480 3385
2 11276 14348
2 13650 9424
2 7249 9295
2 9438 14521
2 5853 183
2 4508 12118
2 12214 1344
2 13770 8027
2 3150 7465
2 1321 5979
2 14028 6875
2 5733 9963
2 13161 6683
2 4002 8344
2 1470 10280
2 209 3166
2 6156 13326
2 5354 6667
2 1341 13388
2 4616 13967
2 6626 5168
2 13828 643
2 14202 11632
2 7689 89
2 11248 12181
2 6788 530
2 8403 3777
2 7854 3697
2 13181 3384
2 6376 11196
2 8381 4521
2 6852 8251
2 10617 13057
2 3069 2679
2 944 698
2 1396 4944
2 6212 9014
2 5075 8864
2 7387 10378
2 8951 1015
2 1229 12653
2 6247 9308
2 6518 5908
2 9442 16
2 6728 3287
2 14184 13052
2 8476 8735
2 6474 5542
2 3754 5738
2 10730 8600
2 7403 1297
2 331 7783
2 1810 13026
2 3226 11631
2 12452 1039
2 7250 1537
2 2094 11298
2 8165 1685
2 6007 11574
2 1182 4217
2 1768 8861
2 10409 48
2 6916 4536
2 3132 2361
2 8484 11527
2 12901 1514
2 11264 7083
2 2315 5241
2 12927 2959
2 11302 3549
2 1527 8453
2 7482 9639
2 6837 10386
2 7111 7567
2 12361 12492
2 6561 6341
2 13335 248
2 10929 9103
2 6460 3930
2 3873 3390
2 12641 10920
2 6153 7988
2 2644 6219
2 7586 5139
2 2050 1412
2 7537 4991
2 7085 7689
2 6451 10306
2 6636 3073
2 8551 3467
2 5257 11180
2 256 11227
2 1960 2053
2 9002 2357
2 3686 10937
2 12572 5310
2 335 3143
2 10800 12322
2 107 2139
2 12705 2842
2 5262 5651
2 10489 3907
2 2012 10337
2 10202 14425
2 4870 9055
2 8517 9266
2 4746 6476
2 4331 1617
2 6917 1379
2 2981 11538
2 158 1933
2 2740 4749
2 10941 11781
2 5694 1347
2 7824 10686
2 8257 7859
2 4135 13731
2 4600 10775
2 13669 13962
2 11145 5476
2 13429 8962
2 12674 3202
2 220 11840
2 4404 4043
2 7224 9642
2 2950 11476
2 9835 8303
2 5036 10203
2 11221 6784
2 3253 12138
2 2510 13349
2 4274 5030
2 6176 5239
2 7929 115
2 2877 162
2 7292 8791
2 14421 808
2 4695 922
2 9077 10810
2 13236 7207
2 2385 3844
2 13499 7972
2 9030 11311
2 11154 4288
2 13135 6643
2 1036 9132
2 8077 10512
2 1482 10507
2 4188 1797
2 5386 2571
2 1490 12700
2 13576 4515
2 11052 11830
2 10971 4420
2 8923 11105
2 8350 14391
2 4699 12472
2 646 12214
2 10656 9136
2 13370 8892
2 12796 4550
2 13962 8717
2 909 4693
2 12782 2203
2 8503 6920
2 12797 2335
2 2316 9244
2 1755 87
2 8690 1037
2 11224 7630
2 9595 1688
2 2452 10635
2 2086 822
2 4788 9547
2 7422 4460
2 3074 13144
2 6946 7011
2 12166 847
2 8373 6171
2 6704 12951
2 12205 13208
2 4034 4663
2 7526 1383
2 13337 13515
2 8905 11982
2 3246 13093
2 14538 1661
2 9403 13901
2 10427 14403
2 914 3720
2 4546 7220
2 64 10449
2 12777 5515
2 41 57
2 7401 7463
2 3267 14180
2 5746 3603
2 13006 1342
2 1259 10232
2 2599 11537
2 11977 13355
2 3389 9317
2 6076 11172
2 777 9794
2 12563 5118
2 1266 3216
2 13793 12087
2 1735 513
2 6939 11354
2 4533 8951
2 3971 5247
2 9142 6983
2 3114 6075
2 801 3004
2 12121 11818
2 9722 7601
2 7322 2572
2 577 2427
2 9784 2846
2 11249 6963
2 466 3748
2 1137 92
2 9222 13306
2 12460 10396
2 7988 3317
2 10099 8783
2 9955 1634
2 3700 8710
2 13744 8297
2 11361 14381
2 6955 7974
2 2535 2771
2 11707 13996
2 12200 3590
2 8684 4220
2 10654 8508
2 13222 626
2 14128 8034
2 7729 9834
2 14523 6087
2 4237 1241
2 3661 9644
2 2439 4701
2 12076 2865
2 10686 11606
2 12201 2741
2 4749 1152
2 4036 14308
2 3038 14176
2 3562 3386
2 3473 10511
2 3286 8381
2 11385 8580
2 3007 14117
2 8116 954
2 8415 6225
2 1722 11773
2 13045 10997
2 13868 13666
2 9917 1109
2 12303 8342
2 13375 1340
2 9840 11860
2 3709 9450
2 5286 11370
2 13105 3175
2 623 7527
2 6081 12928
2 8976 6699
2 7716 5607
2 11517 12922
2 7297 7550
2 6092 273
2 9848 8882
2 1162 6946
2 8352 8800
2 405 2677
2 11002 11723
2 12193 7186
2 4395 6859
2 9361 12871
2 6092 14434
2 14584 11154
2 8564 3159
2 7186 9929
2 6297 8398
2 1056 3765
2 3810 9509
2 9859 674
2 823 7176
2 1019 8483
2 173 10995
2 2067 5292
2 6990 10052
2 8160 7319
2 5219 12423
2 7737 14006
2 8180 227
2 4626 11211
2 1071 12533
2 13284 5717
2 11064 4910
2 9667 1531
2 5648 6820
2 12570 4028
2 6782 12555
2 10745 10717
2 2499 7923
2 1786 12164
2 402 10334
2 401 3710
2 6050 13231
2 9384 12038
2 11585 6334
2 12850 12859
2 7269 4
2 12007 11525
2 152 1074
2 3592 8433
2 1421 11886
2 12847 5405
2 13087 7919
2 7735 10551
2 9559 10240
2 494 9104
2 10282 5907
2 14046 9367
2 10405 3255
2 9794 5193
2 9002 3108
2 964 10655
2 14110 13616
2 12192 946
2 436 11511
2 12014 13295
2 22 14014
2 8356 12150
2 12779 7722
2 3093 2547
2 4714 11889
2 12749 12914
2 13059 5636
2 7275 5644
2 13476 3894
2 9675 9113
2 6677 8530
2 4005 11808
2 6668 9893
2 6227 327
2 8554 14074
2 1291 1222
2 12776 2817
2 13262 2807
2 1803 1921
2 519 10738
2 7843 3590
2 8148 5054
2 11798 4000
2 14294 6591
2 13671 7057
2 1419 4143
2 9468 9586
2 1234 12466
2 2235 2885
2 9835 13723
2 3112 10856
2 1972 11899
2 9502 10217
2 9939 10676
2 224 11437
2 3768 5536
2 1617 9998
2 10659 2049
2 5895 7645
2 2940 11225
2 3705 989
2 11370 3535
2 6323 6917
2 8651 11943
2 7484 4068
2 13418 6658
2 11008 8746
2 6010 9577
2 1790 13588
2 5532 12833
2 11910 4951
2 7361 608
2 9390 7822
2 7200 3489
2 8327 153
2 12140 4297
2 1823 2436
2 9574 9618
2 12314 13009
2 11795 2422
2 4216 9286
2 5429 2065
2 13989 4022
2 9570 2290
2 4998 9232
2 6411 569
2 11293 13493
2 7435 12358
2 8146 3883
2 397 13292
2 10556 5555
2 4271 11643
2 4698 1765
2 3877 9306
2 7693 9032
2 8604 14000
2 9428 6386
2 9138 358
2 7425 4507
2 11013 13346
2 13678 10433
2 8883 11321
2 14369 6144
2 9140 7728
2 6221 3925
2 10286 6025
2 12469 3711
2 6174 4295
2 9301 7562
2 2847 14002
2 5143 2645
2 10990 2066
2 11231 9313
2 8553 7540
2 7371 4430
2 4801 14127
2 12969 6112
2 3630 12979
2 636 12177
2 495 10689
2 3467 9213
2 4006 7869
2 12900 302
2 7231 10266
2 4837 1782
2 9264 8240
2 14452 8
2 952 6135
2 8781 3077
2 8709 10572
2 14096 1773
2 13116 2289
2 10734 8982
2 243 5521
2 4962 10900
2 13738 14423
2 1098 7018
2 9705 9468
2 13481 1940
2 8260 13359
2 11581 3291
2 2838 7835
2 8782 8285
2 1982 5388
2 6200 12548
2 3568 9126
2 14302 12600
2 3817 3794
2 6047 1854
2 10812 6330
2 7738 9960
2 4913 5313
2 11800 1011
2 1712 905
2 76 9848
2 8684 6270
2 4563 5659
2 5566 3397
2 1930 4108
2 9117 5230
2 9681 7065
2 664 4604
2 476 7983
2 6224 7180
2 3462 13320
2 1981 4458
2 14346 12504
2 5728 6762
2 4719 3730
2 14121 10246
2 13219 5247
2 966 12054
2 7878 9787
2 3127 4644
2 223 6653
2 4149 12950
2 764 13099
2 8429 10177
2 8839 10933
2 166 3898
2 13871 13734
2 6142 12879
2 11334 11245
2 3512 5359
2 1141 7361
2 9609 14086
2 10572 12845
2 3524 6824
2 2286 14146
2 7550 3842
2 1898 8489
2 9513 10943
2 11947 12375
2 10015 913
2 12660 14263
2 10385 486
2 5732 1885
2 2408 1881
2 234 8335
2 11255 3333
2 2157 2848
2 5133 4167
2 8580 13162
2 9340 5136
2 4852 2929
2 8124 2627
2 8392 1350
2 4934 6750
2 5286 6800
2 14399 1846
2 3696 6078
2 7299 3327
2 13995 2081
2 13791 9260
2 12478 9780
2 5608 3973
2 4712 4094
2 1010 10496
2 8865 409
2 11298 1443
2 8324 9596
2 11562 14279
2 1549 6523
2 8111 7056
2 4926 3885
2 13224 14178
2 1343 7044
2 3645 2607
2 1074 1991
