12062 18111
2 1245 1161
2 564 1197
2 6845 5771
2 8167 8709
2 2240 3901
2 5214 10665
2 6219 5070
2 6550 3664
2 5340 2891
2 5595 4840
2 3473 10175
2 4521 764
2 423 3722
2 1098 5802
2 2758 563
2 3180 4342
2 8895 1825
2 1618 2852
2 9276 3510
2 11270 5061
2 4090 3182
2 2648 9756
2 6151 7083
2 10682 3236
2 11504 6948
2 1022 7885
2 8198 7521
2 10062 8743
2 5411 4816
2 10346 11391
2 6985 6675
2 9863 7235
2 8940 7474
2 4247 1800
2 8661 2291
2 9224 870
2 7229 5600
2 771 8986
2 4131 9155
2 12007 4290
2 5131 11611
2 7698 8564
2 2096 5226
2 6461 6895
2 1967 2151
2 4555 3701
2 2590 3947
2 11698 3993
2 1114 6499
2 2724 10297
2 2761 4526
2 6192 1693
2 4050 3200
2 11265 1089
2 5263 11405
2 1390 10088
2 8868 8391
2 5604 4463
2 4987 2413
2 4353 1164
2 11733 3794
2 144 8070
2 10891 514
2 11074 7534
2 4937 7185
2 10390 7746
2 546 7028
2 1807 7707
2 7162 1780
2 8256 1612
2 10159 5485
2 11663 3892
2 11635 7122
2 4542 6485
2 9229 3777
2 6482 7522
2 7272 7518
2 2576 9066
2 11925 10464
2 2455 7033
2 4981 11179
2 8469 3849
2 4705 2041
2 3434 6527
2 8233 595
2 1795 9781
2 7005 2370
2 4675 1738
2 6178 2507
2 4133 10156
2 11347 8972
2 6482 10908
2 3654 11341
2 11239 10794
2 6118 3927
2 5515 9201
2 8396 7589
2 2230 3259
2 9047 3637
2 1961 1429
2 3028 277
2 4812 10004
2 4721 7463
2 1654 7677
2 1999 2885
2 6591 5471
2 532 6858
2 10992 11270
2 5257 5423
2 2303 8921
2 8345 4984
2 3461 3084
2 9386 4233
2 11288 531
2 7075 347
2 1012 5154
2 7856 389
2 2840 10334
2 10918 2867
2 5995 7593
2 9729 6494
2 1420 3711
2 5713 11879
2 6100 8950
2 4133 6994
2 1020 2906
2 201 12030
2 4724 4975
2 9234 6428
2 9608 3926
2 4881 7321
2 2740 6040
2 6527 3194
2 3611 8673
2 2914 4153
2 3345 8710
2 11863 8823
2 10331 9448
2 6509 1227
2 10293 5199
2 2674 4154
2 5489 5206
2 3615 6513
2 6628 6745
2 623 2554
2 4675 3710
2 9390 4762
2 6955 9117
2 8545 7666
2 9021 7139
2 9438 4441
2 2051 846
2 2006 191
2 7086 299
2 10073 6958
2 4599 4170
2 1219 6386
2 4892 6119
2 6639 2730
2 7317 11341
2 8390 11857
2 1532 8633
2 10719 5141
2 3359 374
2 4325 6430
2 10638 3971
2 5792 3480
2 5402 4034
2 6398 3667
2 2970 5892
2 9350 4979
2 1726 7513
2 3184 593
2 8901 5144
2 7916 11602
2 3852 7586
2 7142 10868
2 1345 1301
2 4041 1234
2 1023 4073
2 5500 5785
2 7479 7443
2 6358 5039
2 3957 9844
2 6112 422
2 4351 8378
2 428 9408
2 2102 1371
2 6186 10891
2 10169 6551
2 11396 7708
2 10711 10527
2 3428 5655
2 1451 2564
2 8711 3016
2 1936 5573
2 11131 7991
2 3639 11255
2 10043 5662
2 7569 1335
2 7861 585
2 8045 12049
2 10556 6878
2 2371 7236
2 7311 10159
2 11762 4201
2 3248 8038
2 10093 7600
2 3420 7106
2 10730 1561
2 1723 8020
2 1422 8874
2 11903 9776
2 7832 1698
2 357 6367
2 8762 3506
2 11514 2710
2 1014 397
2 1663 9118
2 11481 6217
2 4209 6317
2 1948 1148
2 9544 1315
2 8232 8049
2 3129 5240
2 5421 2969
2 11197 2435
2 3971 11998
2 9689 140
2 2975 8643
2 5952 7705
2 9643 3509
2 9127 5858
2 5080 7385
2 1017 917
2 1482 3765
2 295 8059
2 9197 5675
2 2832 9376
2 9810 3569
2 2733 4966
2 4979 3389
2 7608 7120
2 405 5345
2 9252 10752
2 8563 5661
2 8000 6790
2 925 1223
2 10229 328
2 2199 5244
2 12025 10661
2 3980 9622
2 9982 7135
2 7680 4326
2 7729 3010
2 9424 416
2 8805 9684
2 2109 8082
2 1736 7262
2 10202 5396
2 1541 4469
2 8956 3075
2 10898 7079
2 5849 11504
2 3556 1232
2 6633 11693
2 5747 472
2 4008 6694
2 3083 6204
2 7746 7010
2 7603 7355
2 6721 4336
2 4604 9735
2 6411 7998
2 1285 1048
2 6446 11497
2 10121 6326
2 10647 8286
2 1945 25
2 240 1809
2 2194 1487
2 4476 7704
2 11616 2914
2 452 9367
2 9996 9311
2 2156 3457
2 4656 7648
2 6257 1088
2 1550 5416
2 978 6537
2 4822 4084
2 11236 648
2 9764 5066
2 9903 939
2 6025 176
2 4102 6363
2 713 10133
2 5194 5004
2 3245 10977
2 6108 11475
2 4327 5438
2 6371 10428
2 11564 109
2 2183 1695
2 304 7955
2 4540 8855
2 6048 3854
2 2929 7148
2 388 8212
2 8650 6196
2 9731 4368
2 10718 9728
2 652 3742
2 4559 9529
2 5639 10002
2 7345 4890
2 10443 8067
2 7260 7477
2 3188 4893
2 8496 377
2 10179 1744
2 7428 7544
2 10723 8126
2 10391 8268
2 2680 6703
2 5619 4077
2 4721 9072
2 7067 11208
2 11959 6136
2 3717 3662
2 3364 6970
2 7872 3020
2 2259 5353
2 2004 5068
2 8501 856
2 1486 2267
2 9506 2451
2 3482 1624
2 8326 10299
2 2023 5732
2 10627 1142
2 2951 6701
2 8833 1920
2 5853 963
2 7546 8913
2 1560 10685
2 9191 1764
2 8111 7224
2 8749 10220
2 8202 5227
2 28 6789
2 9163 7097
2 2897 3234
2 2804 9573
2 8272 8077
2 5380 1767
2 192 4764
2 1819 1104
2 1822 850
2 8924 2621
2 205 956
2 5750 10443
2 9656 1424
2 5423 3214
2 7134 9246
2 10357 439
2 5770 1344
2 3410 3521
2 10433 1996
2 9327 6810
2 11944 2763
2 7342 10378
2 7884 991
2 10408 2834
2 7630 9392
2 11608 6471
2 7356 2721
2 3723 4572
2 4902 210
2 1096 3466
2 9369 11428
2 10944 2592
2 4074 3676
2 10914 8750
2 4514 7336
2 6033 7001
2 437 3716
2 372 8893
2 7604 4060
2 10517 7237
2 11112 962
2 3176 11031
2 7453 5341
2 9758 9127
2 8742 655
2 2538 7039
2 10873 4870
2 3541 9122
2 11453 2687
2 2469 4134
2 3485 11454
2 7092 11570
2 6315 5524
2 7482 11730
2 1174 2499
2 6735 4315
2 8016 11731
2 8514 7921
2 8142 7661
2 8767 9829
2 11502 3411
2 9647 9098
2 10460 7349
2 2737 10893
2 6833 9126
2 1842 10092
2 9072 1353
2 4758 9677
2 9635 5682
2 10230 9490
2 3490 9218
2 955 6719
2 5618 3137
2 2370 986
2 6769 4591
2 5199 9448
2 11700 3958
2 9760 3599
2 9667 1250
2 10462 2274
2 8764 9483
2 9401 7774
2 11343 9085
2 6540 802
2 631 3516
2 656 1784
2 6275 3689
2 10469 8946
2 2972 2993
2 6435 5053
2 10165 4253
2 11050 11240
2 2516 10680
2 8633 11591
2 2955 6048
2 2127 11456
2 3538 2480
2 6472 3281
2 2242 4541
2 7517 10236
2 6445 565
2 1274 3796
2 7915 3816
2 8989 5964
2 6280 7555
2 9063 3482
2 5271 2903
2 297 8296
2 3187 8205
2 3222 269
2 11938 705
2 7942 8733
2 5993 4485
2 10475 9171
2 10820 9830
2 7508 327
2 4689 7643
2 8843 4608
2 5266 11100
2 3947 11781
2 9038 621
2 4066 10444
2 7977 6555
2 7693 3581
2 11606 6397
2 6851 11202
2 9630 2055
2 5998 3721
2 7846 9653
2 1158 5399
2 6421 9479
2 6426 587
2 2161 1414
2 10412 2236
2 9650 5050
2 2548 316
2 11159 2873
2 10659 6105
2 2593 3184
2 11047 1446
2 3235 610
2 681 5513
2 6076 6265
2 11256 4929
2 9734 10939
2 1485 9404
2 11593 2905
2 4471 270
2 6769 4167
2 2744 1302
2 4987 7044
2 11816 4832
2 10577 7757
2 5154 7234
2 9147 363
2 9744 4699
2 4940 7791
2 5844 10115
2 4961 450
2 5230 671
2 5673 6104
2 10402 687
2 6893 10358
2 5633 10678
2 3389 5322
2 9789 6980
2 6301 11862
2 1841 9170
2 1414 10048
2 7887 6649
2 418 1684
2 7556 905
2 7697 2125
2 7248 3428
2 868 680
2 7827 1637
2 2756 2107
2 8645 6512
2 6015 11212
2 2372 1214
2 9688 10606
2 1100 6853
2 8033 9375
2 8521 5353
2 135 9694
2 1496 9613
2 209 2045
2 3837 2262
2 9564 5388
2 5546 1086
2 9967 1312
2 2199 445
2 9367 11342
2 5006 204
2 6695 103
2 841 7478
2 9853 6671
2 3521 5624
2 627 3042
2 10579 2438
2 1214 11944
2 7608 11282
2 7829 5182
2 6604 11195
2 3473 2293
2 6843 696
2 9965 2865
2 10624 214
2 1565 994
2 4206 3829
2 11915 10626
2 6932 10648
2 1092 1581
2 1128 3761
2 3716 2318
2 7901 577
2 3045 7317
2 8419 1574
2 7673 6024
2 6280 8894
2 5392 9703
2 11123 4313
2 9283 9390
2 4097 3621
2 6567 2553
2 11686 3552
2 5010 7308
2 4555 8071
2 10655 4835
2 1748 11898
2 10861 1630
2 9314 2752
2 5624 5807
2 3567 875
2 5439 3632
2 9928 9624
2 8552 701
2 4579 2431
2 6730 423
2 5770 12008
2 5466 7038
2 9680 8523
2 9297 2929
2 4570 991
2 8338 10614
2 9322 6558
2 7345 5458
2 5520 8780
2 8130 10530
2 753 11217
2 3843 1987
2 10819 10227
2 9226 10663
2 1635 10771
2 3765 7548
2 6375 2493
2 11653 11294
2 11607 11790
2 2310 2602
2 4242 3470
2 8585 2913
2 11414 11293
2 11465 2170
2 7227 1361
2 4496 6181
2 11071 9740
2 2304 562
2 2458 8589
2 9984 8678
2 3761 8211
2 4074 2681
2 9550 5164
2 11411 1173
2 8251 6251
2 2665 2673
2 7721 5660
2 4031 4581
2 10669 576
2 2143 7955
2 4162 5449
2 6291 8724
2 11646 8942
2 8179 7581
2 1400 2023
2 4244 3416
2 3192 10325
2 4229 4109
2 11652 9354
2 10675 7659
2 2863 7147
2 4823 11685
2 12031 2091
2 1605 10206
2 1393 1638
2 8501 6770
2 1043 3127
2 8426 6312
2 2239 1064
2 6009 1777
2 8657 6677
2 5634 6043
2 5276 10422
2 4158 10684
2 6778 855
2 5736 7009
2 8535 9063
2 2183 4092
2 9784 5578
2 7215 2351
2 1776 3659
2 383 569
2 11912 4778
2 8759 11855
2 3187 10386
2 5444 8200
2 7722 5237
2 4155 8159
2 1577 2193
2 6974 4004
2 8782 1530
2 2058 5971
2 4653 9890
2 9922 5469
2 3759 8928
2 1160 9963
2 8571 9767
2 3166 6186
2 5634 2188
2 11626 2069
2 9977 8156
2 7964 2533
2 4275 2349
2 11266 5036
2 9048 3503
2 3577 3421
2 5069 9226
2 1110 8524
2 5717 168
2 6841 6813
2 4442 6827
2 2879 9156
2 7282 896
2 47 1107
2 8308 10455
2 7049 8500
2 2622 12017
2 11549 4783
2 8014 5559
2 9359 8062
2 5161 9264
2 7822 4055
2 9085 9876
2 10191 1890
2 985 2605
2 6513 4462
2 7245 1277
2 9606 4330
2 4139 853
2 2304 898
2 6498 2628
2 6657 5150
2 7009 7891
2 9651 7409
2 1753 11964
2 7890 1157
2 6719 3044
2 6376 8737
2 5678 11784
2 4809 10010
2 8090 542
2 8535 3811
2 2582 9816
2 2097 1913
2 8461 8577
2 5145 10760
2 3841 8305
2 7267 1703
2 7966 3686
2 2939 483
2 9886 10691
2 5931 6938
2 3915 9465
2 9462 7793
2 9182 14
2 4673 9300
2 5390 148
2 7873 7261
2 10300 899
2 4089 5099
2 9795 11128
2 12053 4999
2 1189 5391
2 8814 770
2 7826 11077
2 8834 5862
2 6706 10840
2 857 11010
2 3433 5468
2 5030 9677
2 10575 7348
2 4124 1491
2 6557 9835
2 4015 4842
2 9377 6186
2 3560 11408
2 8466 8850
2 2174 7057
2 7738 77
2 1852 444
2 10935 10046
2 134 7320
2 11698 7023
2 7221 3896
2 9222 2366
2 3367 10806
2 11637 5086
2 10851 6115
2 2095 7295
2 9395 3794
2 859 10954
2 7771 7268
2 1316 11863
2 9491 225
2 6042 4040
2 3779 7943
2 5424 318
2 3076 5783
2 2521 1695
2 5653 11001
2 1838 3810
2 10155 11696
2 831 8851
2 5297 3776
2 9786 8282
2 209 751
2 10423 7610
2 6130 3597
2 197 1594
2 7450 7950
2 9685 2428
2 4819 11517
2 1885 5361
2 2551 1392
2 11114 8332
2 8560 7014
2 10673 8258
2 813 4709
2 10792 6087
2 7810 3652
2 3171 4571
2 11723 11320
2 3232 10258
2 9295 10883
2 7395 3356
2 8720 11617
2 9464 10878
2 1672 3912
2 6015 3206
2 7223 2840
2 3664 1930
2 6359 10657
2 6532 30
2 9784 7781
2 1457 1692
2 11149 5805
2 2391 1377
2 1048 8066
2 8843 214
2 6789 5307
2 859 1403
2 12041 6568
2 5966 3600
2 6673 3196
2 11903 6124
2 3582 8742
2 11997 5426
2 8309 1671
2 422 6425
2 5955 3727
2 8018 9272
2 7490 10050
2 1863 8255
2 8863 8544
2 1 2280
2 3930 11737
2 5768 7396
2 4940 10932
2 3292 8470
2 11463 1556
2 10579 8421
2 5162 9907
2 1950 11015
2 4807 7729
2 10427 7928
2 591 10416
2 852 7412
2 8369 9955
2 9854 9115
2 11012 4410
2 6071 8216
2 8250 2288
2 7651 4812
2 1379 5381
2 481 6522
2 4975 4856
2 10488 7932
2 6754 3010
2 5155 1749
2 10011 5582
2 363 10696
2 4012 6354
2 5812 7894
2 6644 511
2 8807 2287
2 9887 3720
2 5195 777
2 3131 3778
2 9410 8680
2 2642 3827
2 2023 10061
2 4538 11819
2 6874 7618
2 7136 2818
2 7097 6612
2 8579 1709
2 6243 4976
2 2010 10946
2 6674 5273
2 1073 11304
2 2391 2445
2 11425 7936
2 12032 11685
2 1567 9126
2 5930 8963
2 9169 3476
2 2475 7890
2 4512 10699
2 11820 2092
2 9426 5474
2 5784 3864
2 6145 2479
2 9843 11830
2 6654 2248
2 9778 5354
2 2336 12027
2 6282 2928
2 125 10166
2 12028 10996
2 8846 1763
2 2050 6465
2 3489 7413
2 11842 10987
2 6384 11112
2 6100 10717
2 6590 1610
2 10029 4635
2 748 8116
2 5248 2328
2 6374 7283
2 3963 4500
2 7989 5872
2 4498 2190
2 8504 11201
2 11920 6100
2 2445 1299
2 11292 1997
2 8495 7130
2 6979 5749
2 1561 2787
2 5125 2619
2 10969 5510
2 8060 6053
2 6651 834
2 2677 1354
2 717 7480
2 7676 1910
2 9629 11133
2 4547 7204
2 6484 8220
2 8473 9477
2 6386 6835
2 4647 12019
2 7722 10552
2 1990 5269
2 11904 3089
2 9790 8043
2 7209 3818
2 8903 10918
2 1143 11768
2 10522 11915
2 2935 711
2 791 8304
2 1335 7880
2 2275 105
2 1415 9412
2 4328 1265
2 9090 1357
2 3738 6806
2 416 2750
2 7300 8438
2 4584 7430
2 9472 11712
2 499 2488
2 9521 413
2 6971 1615
2 10521 3832
2 4542 7108
2 8107 6340
2 4417 5224
2 7866 3193
2 8376 4706
2 8727 10786
2 10684 5715
2 3253 677
2 4929 1314
2 1705 5331
2 4629 5247
2 9980 5781
2 7476 11276
2 1075 3943
2 6575 11413
2 1728 1541
2 2500 1857
2 5203 3611
2 6999 459
2 11837 10023
2 78 11964
2 970 3127
2 11533 10470
2 6333 3626
2 2353 10286
2 6931 6592
2 10842 8133
2 5419 10891
2 6611 2334
2 8284 5615
2 8880 2350
2 4947 5149
2 9446 11334
2 9101 2030
2 4523 2228
2 9081 11039
2 1065 11826
2 10477 8039
2 4997 9929
2 5417 9156
2 1983 11541
2 860 1172
2 5482 1377
2 2518 5856
2 969 7962
2 4653 1008
2 5641 3396
2 1863 4632
2 2683 8140
2 2505 7211
2 3876 3484
2 11175 9793
2 3179 10695
2 4620 4552
2 5676 7195
2 8046 848
2 11254 2168
2 5562 2527
2 10679 1298
2 10060 4830
2 4844 9976
2 3726 5214
2 7401 4524
2 6096 7218
2 11285 1787
2 7710 4397
2 6979 2523
2 97 8320
2 9729 8256
2 2706 2863
2 8705 676
2 4346 2196
2 9375 10225
2 857 5492
2 907 5980
2 1877 9209
2 2978 11967
2 3730 698
2 2948 9229
2 11333 2184
2 4580 62
2 6350 635
2 4061 6158
2 3546 6487
2 1910 4921
2 10634 9303
2 11673 7623
2 10819 5930
2 12006 6598
2 8229 870
2 11906 8563
2 4512 7711
2 1341 7049
2 8416 7697
2 5823 11716
2 8810 4224
2 2806 4672
2 4347 73
2 6161 12043
2 690 7534
2 52 4593
2 5076 8358
2 6870 10219
2 12028 2101
2 3316 3362
2 7476 5954
2 7788 6748
2 5225 11535
2 1250 2697
2 9496 2195
2 4083 4738
2 6803 2645
2 9293 4309
2 4907 1681
2 10236 3986
2 9397 3078
2 5488 2861
2 3958 5906
2 8603 3493
2 3908 9032
2 10105 3986
2 8935 9452
2 10380 8208
2 3335 617
2 8930 2971
2 9717 6182
2 3651 2282
2 1282 11489
2 9957 10725
2 3746 5335
2 1215 3602
2 6835 5105
2 2263 221
2 11599 6324
2 8607 2731
2 1394 9604
2 2596 1149
2 8640 9034
2 11813 9734
2 10262 6199
2 2587 3226
2 5960 10820
2 8526 7223
2 11410 4069
2 4283 3697
2 10135 519
2 5427 2943
2 4497 2411
2 5355 9244
2 889 2021
2 4611 7021
2 1590 2590
2 4808 3086
2 1375 9139
2 10130 7531
2 6529 2699
2 11514 8084
2 1036 9422
2 5244 8677
2 4885 9194
2 11303 9824
2 6398 11649
2 8290 7080
2 3511 378
2 11295 3996
2 11676 1439
2 10855 9301
2 10312 2614
2 10948 5565
2 11770 8121
2 10995 8574
2 4746 10728
2 5424 8038
2 4225 7441
2 694 8732
2 9785 2874
2 6516 4067
2 6255 11772
2 2081 2771
2 4782 10232
2 1041 6021
2 10052 2581
2 8410 10818
2 3182 1366
2 11581 446
2 3416 6135
2 11844 4623
2 9918 9468
2 11902 10628
2 12013 3970
2 11802 4369
2 1261 6775
2 5143 10019
2 706 11865
2 8445 10489
2 10777 7579
2 10237 9857
2 4370 3567
2 7292 524
2 8433 5023
2 5417 10135
2 6188 10982
2 2232 5186
2 6354 6665
2 9405 10765
2 1677 2397
2 4236 4687
2 9585 10255
2 6676 3544
2 6345 5756
2 6786 6443
2 3508 10972
2 3063 3465
2 5137 9762
2 11147 672
2 6130 2008
2 6985 6302
2 2533 11527
2 8115 10223
2 527 10499
2 8224 9822
2 1176 5010
2 4765 7195
2 6335 9277
2 8898 7911
2 9133 1682
2 9857 3007
2 11983 5029
2 5395 8177
2 2442 10483
2 6592 5976
2 7394 1420
2 7774 7705
2 6020 710
2 762 11461
2 7889 3568
2 6599 3644
2 11591 8950
2 5741 12001
2 2199 11057
2 7352 111
2 11871 4729
2 1196 9237
2 4720 11432
2 4533 8305
2 1014 10890
2 8622 8398
2 2638 6818
2 10239 5933
2 9024 8040
2 1700 9411
2 5014 4295
2 8433 6947
2 3281 10274
2 2168 8474
2 11597 9836
2 4191 11785
2 4742 10179
2 3540 11834
2 11846 88
2 9115 11712
2 3268 125
2 9833 3372
2 6997 4339
2 5162 8776
2 172 4
2 11866 8970
2 2884 4297
2 5275 10419
2 9787 10736
2 11764 10738
2 5659 4246
2 9814 985
2 3421 6869
2 7886 3898
2 6614 8792
2 5821 1822
2 5197 2050
2 2865 4607
2 1631 2980
2 5549 10847
2 5294 869
2 594 3888
2 11501 6189
2 9892 5488
2 10110 8146
2 10619 4044
2 6209 4646
2 4103 601
2 11345 12031
2 8493 6060
2 9162 3341
2 3388 10438
2 9467 4050
2 7445 1545
2 3583 1949
2 4809 11742
2 4709 6241
2 2483 6892
2 3122 119
2 10898 3488
2 226 7561
2 10111 11749
2 4640 8291
2 7411 11333
2 6505 9705
2 4299 9908
2 9827 4453
2 658 10737
2 10167 10926
2 5195 651
2 1971 501
2 4831 3614
2 1009 10275
2 2326 883
2 3095 9680
2 4089 3696
2 8741 3304
2 5642 8323
2 9650 3044
2 1981 401
2 7625 155
2 7439 8593
2 7870 1430
2 6755 456
2 8932 10471
2 4856 10360
2 305 3650
2 5340 5047
2 11004 28
2 3082 2921
2 6100 17
2 7841 4067
2 2770 9110
2 2951 3718
2 11930 1745
2 5545 11790
2 2164 9114
2 4079 7401
2 7429 8074
2 1298 7140
2 7504 5144
2 4172 8665
2 8507 1422
2 8230 7038
2 5411 1145
2 1219 11736
2 9123 657
2 8145 9368
2 4701 6921
2 10027 11812
2 3123 9356
2 3902 10121
2 7117 4787
2 4278 5231
2 3425 6250
2 3758 5880
2 7795 11911
2 11971 7902
2 6903 5222
2 9511 6461
2 10511 391
2 3519 1404
2 7753 2653
2 11566 5764
2 10249 4798
2 8234 10778
2 3979 2442
2 2286 4932
2 7651 7563
2 11980 5035
2 4805 5334
2 11315 1804
2 7180 11210
2 2810 6469
2 4861 5524
2 2068 11108
2 8714 7821
2 5741 9224
2 8435 10541
2 11415 7202
2 2537 11535
2 3232 11804
2 4560 1355
2 10734 10469
2 10007 918
2 11275 900
2 6849 8370
2 8922 6083
2 1577 841
2 9983 2059
2 4143 3566
2 9292 11578
2 4999 3856
2 1800 11360
2 7878 1322
2 2851 9211
2 5870 7076
2 7143 7743
2 7298 245
2 4377 9391
2 404 6332
2 1353 9418
2 3237 4583
2 8474 6950
2 3105 9634
2 544 6239
2 2263 1889
2 8262 11459
2 2636 2077
2 2784 4827
2 1175 6830
2 2007 9450
2 10103 5480
2 3370 9069
2 965 4903
2 3151 7799
2 11171 10404
2 6567 10456
2 9360 4770
2 7291 9037
2 7876 10620
2 11013 8607
2 4329 1823
2 8427 6564
2 10378 7863
2 4643 4176
2 11022 4525
2 1834 2284
2 7690 908
2 1252 8386
2 4697 7008
2 6146 6303
2 11608 175
2 7201 4221
2 2841 8758
2 9748 2155
2 10684 8575
2 2219 273
2 4163 3572
2 6281 2798
2 1376 4403
2 9493 2555
2 9623 11377
2 97 1751
2 1143 3386
2 198 4201
2 888 686
2 138 11821
2 115 4879
2 2636 2765
2 8125 11258
2 291 4070
2 10258 2367
2 8154 6879
2 6616 4859
2 3205 4567
2 5422 1449
2 5046 10868
2 9175 2954
2 11980 1994
2 9566 5104
2 524 8324
2 4858 6413
2 3645 6333
2 10203 703
2 11612 6329
2 3160 8017
2 7562 8648
2 2801 713
2 3022 8712
2 1706 5655
2 9844 9455
2 4041 11873
2 8295 146
2 10778 5379
2 7196 11953
2 10437 11878
2 5273 5496
2 6633 5588
2 20 11570
2 1345 11811
2 855 29
2 10252 1048
2 6804 10217
2 9178 117
2 7744 212
2 3994 8091
2 5443 967
2 11880 6307
2 6614 7263
2 5034 10938
2 6830 4757
2 9607 9909
2 944 4633
2 7574 3920
2 4258 1582
2 10416 7621
2 5868 8831
2 10066 4992
2 5786 5519
2 4643 382
2 4083 10724
2 4508 10418
2 7778 6502
2 6660 1570
2 5606 3813
2 10883 6599
2 7772 984
2 7171 1141
2 9282 4658
2 745 904
2 3187 4950
2 5648 6005
2 4234 11559
2 4795 3165
2 6984 6822
2 9699 7174
2 11710 5337
2 1593 10937
2 4941 6929
2 395 9876
2 7120 5622
2 5148 2927
2 8428 10546
2 9511 1069
2 5414 5760
2 6016 4545
2 1042 3938
2 12019 7988
2 952 11192
2 8392 9954
2 2836 5823
2 8433 10780
2 8450 7549
2 977 837
2 4688 8722
2 9332 6862
2 892 459
2 8902 2556
2 6744 6366
2 2077 2158
2 11256 4851
2 8883 3868
2 8726 5235
2 2086 10608
2 6485 6361
2 3042 5768
2 3847 10726
2 1098 6465
2 5495 11807
2 9582 2299
2 7712 10660
2 6858 7242
2 8101 3924
2 3024 12029
2 9873 1555
2 9885 2826
2 1725 282
2 1763 11271
2 7854 6342
2 10198 1726
2 3437 10787
2 10511 11995
2 10002 11110
2 4539 2667
2 1250 10501
2 1801 9173
2 1129 5912
2 1436 11328
2 10183 443
2 8318 4257
2 2045 1487
2 9390 3966
2 6451 11371
2 3970 2234
2 3099 8761
2 9498 7388
2 4328 7047
2 1746 9635
2 1899 3835
2 11791 5548
2 11633 4566
2 7304 1948
2 1418 11556
2 9492 4874
2 312 2987
2 4317 5577
2 9711 2659
2 5700 5871
2 6489 11030
2 1227 11193
2 1720 6681
2 3162 2850
2 1337 561
2 9055 8601
2 7305 5376
2 10635 7084
2 5160 5744
2 1172 9564
2 7362 1382
2 9232 195
2 979 8011
2 10043 11349
2 6631 639
2 5813 11671
2 10835 9593
2 8866 9323
2 5891 1634
2 595 4240
2 2059 880
2 8763 895
2 485 8804
2 10434 6146
2 10623 11096
2 6434 4342
2 10160 10465
2 1134 6577
2 7938 1247
2 3538 7882
2 1276 981
2 10441 8328
2 9464 11810
2 2097 2790
2 5000 3557
2 7585 9345
2 9556 927
2 1209 8832
2 9999 366
2 6592 3080
2 3159 1631
2 4952 5854
2 12012 3891
2 11934 6581
2 6007 10287
2 4653 4843
2 4128 7380
2 11 1804
2 11492 10693
2 1386 4781
